X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
4.38E+00,2.14E+00,-1.10E+00,1.35E-16,4.80E+00,2.69E+00,-3.86E+00,-1.20E+00,3.50E+00,1.24E+00,-1.50E+00,1.84E-16,-1.10E-03
3.13E+00,2.14E+00,-1.10E+00,1.35E-16,4.80E+00,2.69E+00,-3.86E+00,-1.20E+00,3.20E+00,1.29E+00,-1.78E+00,2.18E-16,-9.63E-04
3.75E+00,1.43E+00,-1.10E+00,-5.00E+00,4.72E+00,1.86E+00,-3.27E+00,-7.13E-01,3.09E+00,1.35E+00,-1.28E+00,1.56E-16,-6.97E-03
3.13E+00,7.14E-01,-1.10E+00,-5.00E+00,4.70E+00,2.36E+00,-3.60E+00,-5.61E-01,2.68E+00,1.53E+00,-1.50E+00,1.84E-16,-4.74E-02
6.25E-01,2.14E+00,-1.10E+00,-5.00E+00,4.44E+00,1.31E+00,-4.03E+00,-4.46E-01,3.23E+00,1.82E+00,-2.00E+00,2.45E-16,0.00E+00
4.38E+00,2.86E+00,-1.10E+00,-4.70E+00,4.87E+00,2.00E+00,-3.36E+00,-9.80E-01,3.49E+00,1.53E+00,-1.00E+00,1.22E-16,-3.68E-02
1.88E+00,7.14E-01,-1.10E+00,-4.70E+00,4.87E+00,2.00E+00,-3.36E+00,-9.80E-01,3.09E+00,1.71E+00,-1.28E+00,1.56E-16,-3.12E-03
1.25E+00,1.43E+00,-1.10E+00,-4.70E+00,4.72E+00,2.93E+00,-4.01E+00,-1.22E+00,2.96E+00,2.59E+00,-2.78E-01,3.40E-17,0.00E+00
3.75E+00,1.43E+00,-1.10E+00,-4.70E+00,4.72E+00,2.93E+00,-4.01E+00,-1.22E+00,3.46E+00,1.47E+00,-7.78E-01,9.53E-17,-6.33E-03
6.25E-01,1.43E+00,-1.10E+00,-2.95E+00,4.83E+00,1.67E+00,-3.13E+00,-1.28E+00,4.20E+00,1.00E+00,-2.00E+00,2.45E-16,-4.06E-02
1.25E+00,1.43E+00,-1.10E+00,-1.48E+00,4.70E+00,1.92E+00,-3.31E+00,-7.93E-01,1.45E+00,4.06E+00,-4.00E+00,4.90E-16,-1.51E-02
6.25E-01,1.43E+00,-1.10E+00,-1.48E+00,4.70E+00,1.92E+00,-3.31E+00,-7.93E-01,3.09E+00,1.59E+00,-1.50E+00,1.84E-16,-1.95E-02
3.13E+00,7.14E-01,-1.10E+00,-1.48E+00,4.67E+00,2.41E+00,-3.64E+00,-6.33E-01,2.75E+00,1.41E+00,-1.78E+00,2.18E-16,-7.15E-03
1.88E+00,1.43E+00,-1.10E+00,-1.48E+00,4.88E+00,2.87E+00,-3.97E+00,-1.16E+00,3.15E+00,2.24E+00,-1.50E+00,1.84E-16,-3.00E-02
1.88E+00,1.43E+00,-1.10E+00,-3.12E-01,4.84E+00,1.74E+00,-3.18E+00,-1.30E+00,3.20E+00,2.29E+00,-4.00E+00,4.90E-16,-3.62E-03
3.13E+00,2.14E+00,-1.10E+00,-3.12E-01,4.88E+00,2.25E+00,-3.51E+00,-2.02E+00,2.77E+00,2.35E+00,-2.00E+00,2.45E-16,-7.79E-04
6.25E-01,0.00E+00,-1.10E+00,-3.12E-01,4.74E+00,2.61E+00,-3.81E+00,-1.27E+00,3.46E+00,5.29E-01,-1.50E+00,1.84E-16,0.00E+00
1.25E+00,1.43E+00,-1.10E+00,-3.12E-01,4.74E+00,2.61E+00,-3.81E+00,-1.27E+00,3.02E+00,1.00E+00,-1.50E+00,1.84E-16,0.00E+00
1.88E+00,1.43E+00,-1.10E+00,-3.12E-01,4.74E+00,2.61E+00,-3.81E+00,-1.27E+00,2.72E+00,2.24E+00,-1.28E+00,1.56E-16,-2.02E-02
6.25E-01,0.00E+00,-1.10E+00,-3.12E-01,4.74E+00,2.61E+00,-3.81E+00,-1.27E+00,3.15E+00,2.41E+00,-1.50E+00,1.84E-16,-2.38E-03
4.38E+00,2.86E+00,-1.10E+00,-3.12E-01,4.74E+00,2.61E+00,-3.81E+00,-1.27E+00,2.88E+00,2.53E+00,-2.28E+00,2.79E-16,-4.25E-02
6.25E-01,2.14E+00,-1.10E+00,-3.12E-01,4.74E+00,2.61E+00,-3.81E+00,-1.27E+00,2.89E+00,1.88E+00,-2.00E+00,2.45E-16,-1.42E-02
1.88E+00,2.86E+00,-2.18E-01,-2.96E+00,4.24E+00,4.50E-01,-2.03E+00,-6.06E-01,4.18E-01,2.47E+00,-4.50E+00,5.51E-16,-4.12E-02
4.38E+00,2.86E+00,-2.18E-01,2.66E-17,4.21E+00,4.60E-01,-2.03E+00,-4.72E-01,4.66E-01,2.71E+00,-4.22E+00,5.17E-16,-5.13E-02
1.88E+00,2.86E+00,-2.18E-01,-5.00E+00,4.25E+00,4.36E-01,-2.02E+00,-1.78E-01,4.66E-01,2.71E+00,-2.50E+00,3.06E-16,-2.47E-02
1.88E+00,1.43E+00,-2.18E-01,-2.95E+00,4.30E+00,4.19E-01,-2.00E+00,-2.32E-01,3.86E-01,3.53E-01,-4.50E+00,5.51E-16,-8.18E-02
1.25E+00,1.43E+00,-2.18E-01,-2.95E+00,4.30E+00,4.19E-01,-2.00E+00,-2.32E-01,3.86E-01,3.53E-01,-4.50E+00,5.51E-16,-4.92E-02
1.88E+00,1.43E+00,-2.18E-01,-2.95E+00,4.30E+00,4.19E-01,-2.00E+00,-2.32E-01,3.86E-01,3.53E-01,-4.50E+00,5.51E-16,-1.01E-01
1.88E+00,1.43E+00,-2.18E-01,-2.95E+00,4.30E+00,4.19E-01,-2.00E+00,-2.32E-01,3.86E-01,3.53E-01,-4.50E+00,5.51E-16,-4.48E-02
1.88E+00,2.86E+00,-2.18E-01,-1.48E+00,4.26E+00,4.41E-01,-2.02E+00,-3.65E-01,0.00E+00,2.59E+00,-2.50E+00,3.06E-16,-4.25E-02
3.13E+00,2.14E+00,-2.18E-01,-3.12E-01,4.30E+00,4.19E-01,-2.00E+00,-2.32E-01,4.66E-01,5.29E-01,-4.50E+00,5.51E-16,-1.14E-01
3.13E+00,7.14E-01,-3.62E-16,-2.96E+00,4.27E+00,4.55E-01,-2.03E+00,-3.03E-01,3.22E-01,2.12E+00,-2.00E+00,2.45E-16,0.00E+00
1.25E+00,1.43E+00,0.00E+00,0.00E+00,4.40E+00,9.48E-02,-6.33E-02,-2.85E-01,1.06E+00,1.18E+00,-1.50E+00,1.84E-16,-5.04E-03
2.50E+00,1.43E+00,-1.82E-16,-1.48E+00,4.29E+00,6.55E-02,-4.63E-02,-5.61E-01,8.52E-01,1.82E+00,-4.22E+00,5.17E-16,-1.11E-01
6.25E-01,2.14E+00,-2.19E+00,-2.96E+00,4.85E+00,2.90E+00,-2.37E+00,-1.10E+00,3.41E+00,1.47E+00,-3.28E+00,4.01E-16,0.00E+00
3.75E+00,2.86E+00,-2.19E+00,2.68E-16,4.68E+00,3.14E+00,-2.52E+00,-1.11E+00,1.67E+00,4.41E+00,-4.00E+00,-1.56E-01,1.91E-17
3.75E+00,1.43E+00,-2.19E+00,-4.70E+00,4.70E+00,1.78E+00,-2.74E+00,-8.02E-01,3.20E+00,2.00E+00,-1.28E+00,1.56E-16,0.00E+00
3.75E+00,1.43E+00,-2.19E+00,-4.70E+00,4.70E+00,1.78E+00,-2.74E+00,-8.02E-01,3.54E+00,1.00E+00,-7.78E-01,9.53E-17,0.00E+00
3.75E+00,1.43E+00,-2.19E+00,-4.70E+00,4.70E+00,1.78E+00,-2.74E+00,-8.02E-01,3.55E+00,8.82E-01,-7.78E-01,9.53E-17,0.00E+00
6.25E-01,2.14E+00,-2.19E+00,-4.70E+00,4.70E+00,1.78E+00,-2.74E+00,-8.02E-01,2.65E+00,2.24E+00,-7.78E-01,9.53E-17,0.00E+00
5.00E+00,1.43E+00,-2.19E+00,-4.70E+00,4.70E+00,1.78E+00,-2.74E+00,-8.02E-01,3.71E+00,1.41E+00,-2.78E-01,3.40E-17,-3.67E-02
1.88E+00,2.14E+00,-2.19E+00,-1.48E+00,4.70E+00,1.71E+00,-2.69E+00,-5.61E-01,3.33E+00,1.47E+00,-5.00E-01,6.12E-17,-1.21E-02
3.75E+00,2.86E+00,-2.19E+00,-3.12E-01,4.80E+00,3.09E+00,-2.48E+00,-9.80E-01,3.97E+00,7.65E-01,-2.78E+00,3.40E-16,-3.96E-01
4.38E+00,2.86E+00,-2.19E+00,-3.12E-01,4.75E+00,1.51E+00,-2.54E+00,-7.58E-01,2.40E+00,3.06E+00,-1.78E+00,2.18E-16,-3.01E-02
3.75E+00,2.14E+00,-2.62E+00,-2.96E+00,4.80E+00,3.09E+00,-2.48E+00,-9.80E-01,3.22E+00,1.94E+00,-5.00E-01,6.12E-17,0.00E+00
3.13E+00,1.43E+00,-2.62E+00,-2.96E+00,4.63E+00,1.52E+00,-1.66E+00,-5.70E-01,1.95E+00,1.82E+00,-7.78E-01,9.53E-17,-4.13E-03
4.38E+00,2.86E+00,-2.62E+00,-2.96E+00,4.63E+00,1.52E+00,-1.66E+00,-5.70E-01,2.12E+00,1.76E+00,-1.00E+00,1.22E-16,0.00E+00
4.38E+00,2.86E+00,-2.62E+00,3.21E-16,4.68E+00,2.53E+00,-2.17E+00,-1.13E+00,2.80E+00,1.65E+00,-2.50E+00,3.06E-16,0.00E+00
3.13E+00,2.14E+00,-2.62E+00,-4.70E+00,2.24E+00,1.20E+00,-1.32E+00,-3.57E-02,1.35E+00,4.41E+00,-1.28E+00,1.56E-16,0.00E+00
3.13E+00,2.14E+00,-2.62E+00,-2.95E+00,4.63E+00,1.59E+00,-1.70E+00,-6.68E-01,2.97E+00,5.88E-01,-2.50E+00,3.06E-16,0.00E+00
3.13E+00,2.14E+00,-2.62E+00,-2.95E+00,4.63E+00,1.59E+00,-1.70E+00,-6.68E-01,2.72E+00,1.41E+00,-2.78E+00,3.40E-16,-1.61E-02
1.25E+00,2.86E+00,-2.62E+00,-1.48E+00,4.67E+00,1.60E+00,-1.31E+00,-6.33E-01,2.73E+00,1.35E+00,-2.28E+00,2.79E-16,0.00E+00
1.25E+00,2.86E+00,-2.62E+00,-1.48E+00,4.67E+00,1.60E+00,-1.31E+00,-6.33E-01,2.73E+00,1.35E+00,-2.28E+00,2.79E-16,0.00E+00
3.13E+00,2.14E+00,-5.00E+00,-4.70E+00,4.28E+00,4.63E-01,-6.21E-01,-3.12E-01,1.46E+00,4.65E+00,-2.50E+00,3.06E-16,0.00E+00
0.00E+00,1.43E+00,-3.05E+00,-2.96E+00,4.57E+00,1.43E+00,-4.14E+00,-5.08E-01,2.70E+00,2.18E+00,-1.00E+00,1.22E-16,0.00E+00
3.75E+00,1.43E+00,-3.05E+00,-2.96E+00,4.57E+00,1.43E+00,-4.14E+00,-5.08E-01,2.40E+00,2.24E+00,-2.78E+00,3.40E-16,-1.88E-03
1.25E+00,1.43E+00,-3.05E+00,-2.96E+00,4.57E+00,1.43E+00,-4.14E+00,-5.08E-01,3.47E+00,1.18E+00,-1.78E+00,2.18E-16,-2.37E-02
6.25E-01,1.43E+00,-3.05E+00,-2.96E+00,4.75E+00,1.80E+00,-4.40E+00,-8.82E-01,2.22E+00,1.76E+00,-7.78E-01,9.53E-17,0.00E+00
6.25E-01,1.43E+00,-3.05E+00,-2.96E+00,4.75E+00,1.80E+00,-4.40E+00,-8.82E-01,3.65E+00,7.06E-01,-1.00E+00,1.22E-16,0.00E+00
3.75E+00,1.43E+00,-3.05E+00,-2.96E+00,4.75E+00,1.80E+00,-4.40E+00,-8.82E-01,3.71E+00,7.06E-01,-1.28E+00,1.56E-16,0.00E+00
3.13E+00,7.14E-01,-3.05E+00,-2.96E+00,4.75E+00,1.80E+00,-4.40E+00,-8.82E-01,3.63E+00,7.65E-01,-7.78E-01,9.53E-17,-6.55E-02
6.25E-01,1.43E+00,-3.05E+00,-2.96E+00,2.05E+00,7.77E-01,-4.10E+00,-3.57E-02,1.61E+00,3.71E+00,-3.28E+00,4.01E-16,0.00E+00
3.13E+00,2.14E+00,-3.05E+00,3.73E-16,4.77E+00,1.97E+00,-4.51E+00,-7.84E-01,3.55E+00,7.06E-01,-2.50E+00,3.06E-16,0.00E+00
1.88E+00,1.43E+00,-3.05E+00,3.73E-16,4.77E+00,1.97E+00,-4.51E+00,-7.84E-01,2.81E+00,1.53E+00,-7.78E-01,9.53E-17,-7.24E-03
1.25E+00,1.43E+00,-3.05E+00,3.73E-16,4.68E+00,2.30E+00,-4.75E+00,-6.42E-01,2.62E+00,8.82E-01,-1.28E+00,1.56E-16,0.00E+00
1.88E+00,2.14E+00,-3.05E+00,-5.00E+00,4.75E+00,1.64E+00,-4.29E+00,-7.66E-01,2.64E+00,5.29E-01,-3.00E+00,3.67E-16,0.00E+00
1.88E+00,1.43E+00,-3.05E+00,-5.00E+00,4.75E+00,1.64E+00,-4.29E+00,-7.66E-01,2.73E+00,5.29E-01,-2.50E+00,3.06E-16,-1.73E-02
3.13E+00,2.14E+00,-3.05E+00,-5.00E+00,4.78E+00,2.03E+00,-4.55E+00,-6.68E-01,3.12E+00,7.06E-01,-1.00E+00,1.22E-16,0.00E+00
2.50E+00,1.43E+00,-3.05E+00,-5.00E+00,4.78E+00,2.03E+00,-4.55E+00,-6.68E-01,3.12E+00,7.65E-01,-3.28E+00,4.01E-16,-2.02E-02
3.13E+00,7.14E-01,-3.05E+00,-5.00E+00,4.78E+00,2.03E+00,-4.55E+00,-6.68E-01,2.68E+00,1.12E+00,-3.78E+00,4.63E-16,-1.57E-01
0.00E+00,1.43E+00,-3.05E+00,-5.00E+00,4.78E+00,2.03E+00,-4.55E+00,-6.68E-01,2.35E+00,7.65E-01,-2.00E+00,2.45E-16,-3.30E-02
3.13E+00,2.14E+00,-3.05E+00,-5.00E+00,4.78E+00,2.03E+00,-4.55E+00,-6.68E-01,2.35E+00,7.65E-01,-2.00E+00,2.45E-16,-4.63E-03
1.25E+00,2.14E+00,-3.05E+00,-5.00E+00,4.65E+00,2.34E+00,-4.78E+00,-6.06E-01,1.72E+00,1.41E+00,-1.28E+00,1.56E-16,-9.99E-03
3.13E+00,2.14E+00,-3.05E+00,-5.00E+00,4.48E+00,8.99E-01,-4.22E+00,-4.81E-01,1.85E+00,2.41E+00,-7.78E-01,9.53E-17,-2.03E-02
0.00E+00,1.43E+00,-3.05E+00,-4.70E+00,4.74E+00,1.74E+00,-4.36E+00,-7.49E-01,3.54E+00,7.06E-01,-1.50E+00,1.84E-16,0.00E+00
2.50E+00,1.43E+00,-3.05E+00,-4.70E+00,4.74E+00,1.74E+00,-4.36E+00,-7.49E-01,3.52E+00,7.06E-01,-1.50E+00,1.84E-16,0.00E+00
3.13E+00,2.14E+00,-3.05E+00,-4.70E+00,4.74E+00,1.74E+00,-4.36E+00,-7.49E-01,3.05E+00,1.00E+00,-1.00E+00,1.22E-16,0.00E+00
3.13E+00,2.14E+00,-3.05E+00,-4.70E+00,4.74E+00,1.74E+00,-4.36E+00,-7.49E-01,2.81E+00,1.18E+00,-7.78E-01,9.53E-17,0.00E+00
1.88E+00,7.14E-01,-3.05E+00,-4.70E+00,4.74E+00,1.74E+00,-4.36E+00,-7.49E-01,3.42E+00,7.06E-01,-2.00E+00,2.45E-16,-1.53E-02
1.25E+00,7.14E-01,-3.05E+00,-4.70E+00,4.74E+00,1.74E+00,-4.36E+00,-7.49E-01,3.54E+00,7.06E-01,-1.50E+00,1.84E-16,-3.02E-02
3.75E+00,1.43E+00,-3.05E+00,-4.70E+00,4.68E+00,2.12E+00,-4.62E+00,-7.58E-01,3.10E+00,7.65E-01,-2.28E+00,2.79E-16,-7.17E-02
1.88E+00,1.43E+00,-3.05E+00,-4.70E+00,4.68E+00,2.12E+00,-4.62E+00,-7.58E-01,2.40E+00,1.53E+00,-1.00E+00,1.22E-16,-5.14E-02
0.00E+00,1.43E+00,-3.05E+00,-2.95E+00,4.74E+00,1.49E+00,-4.18E+00,-8.47E-01,2.56E+00,2.29E+00,-1.50E+00,1.84E-16,-9.76E-03
6.25E-01,7.14E-01,-3.05E+00,-2.95E+00,4.70E+00,1.85E+00,-4.43E+00,-5.53E-01,2.54E+00,2.12E+00,-2.78E+00,3.40E-16,0.00E+00
1.88E+00,7.14E-01,-3.05E+00,-2.95E+00,4.70E+00,1.85E+00,-4.43E+00,-5.53E-01,1.22E+00,4.18E+00,-7.78E-01,9.53E-17,0.00E+00
3.75E+00,1.43E+00,-3.05E+00,-2.95E+00,4.70E+00,1.85E+00,-4.43E+00,-5.53E-01,2.75E+00,1.71E+00,-1.00E+00,1.22E-16,0.00E+00
3.13E+00,7.14E-01,-3.05E+00,-2.95E+00,4.70E+00,1.85E+00,-4.43E+00,-5.53E-01,3.34E+00,1.12E+00,-1.00E+00,1.22E-16,-2.57E-01
4.38E+00,2.86E+00,-3.05E+00,-2.95E+00,4.70E+00,1.85E+00,-4.43E+00,-5.53E-01,3.30E+00,1.18E+00,-1.00E+00,1.22E-16,-3.43E-02
6.25E-01,1.43E+00,-3.05E+00,-2.95E+00,4.70E+00,1.85E+00,-4.43E+00,-5.53E-01,2.93E+00,1.53E+00,-7.78E-01,9.53E-17,-6.74E-03
6.25E-01,2.14E+00,-3.05E+00,-2.95E+00,4.70E+00,1.85E+00,-4.43E+00,-5.53E-01,2.75E+00,1.71E+00,-1.00E+00,1.22E-16,-1.80E-02
4.38E+00,2.86E+00,-3.05E+00,-2.95E+00,4.72E+00,1.91E+00,-4.47E+00,-5.79E-01,2.17E+00,2.12E+00,-1.00E+00,1.22E-16,0.00E+00
3.13E+00,7.14E-01,-3.05E+00,-2.95E+00,4.70E+00,2.22E+00,-4.69E+00,-6.68E-01,2.96E+00,1.29E+00,-7.78E-01,9.53E-17,0.00E+00
4.38E+00,2.86E+00,-3.05E+00,-2.95E+00,4.70E+00,2.22E+00,-4.69E+00,-6.68E-01,2.20E+00,2.12E+00,-2.28E+00,2.79E-16,-9.99E-03
3.13E+00,7.14E-01,-3.05E+00,-2.95E+00,4.70E+00,2.22E+00,-4.69E+00,-6.68E-01,1.61E+00,3.00E+00,-2.50E+00,3.06E-16,-2.80E-02
6.25E-01,0.00E+00,-3.05E+00,-2.95E+00,4.70E+00,2.22E+00,-4.69E+00,-6.68E-01,2.35E+00,1.65E+00,-1.50E+00,1.84E-16,-2.67E-02
0.00E+00,1.43E+00,-3.05E+00,-2.95E+00,4.70E+00,2.22E+00,-4.69E+00,-6.68E-01,3.07E+00,1.18E+00,-1.00E+00,1.22E-16,-1.29E-01
2.50E+00,1.43E+00,-3.05E+00,-1.48E+00,4.74E+00,1.69E+00,-4.32E+00,-8.56E-01,1.27E+00,3.53E+00,-1.78E+00,2.18E-16,0.00E+00
1.25E+00,1.43E+00,-3.05E+00,-1.48E+00,4.74E+00,1.69E+00,-4.32E+00,-8.56E-01,2.44E+00,2.47E+00,-2.28E+00,2.79E-16,0.00E+00
2.50E+00,1.43E+00,-3.05E+00,-1.48E+00,4.74E+00,1.69E+00,-4.32E+00,-8.56E-01,1.70E+00,2.88E+00,-1.78E+00,2.18E-16,-7.52E-03
2.50E+00,1.43E+00,-3.05E+00,-1.48E+00,4.74E+00,1.69E+00,-4.32E+00,-8.56E-01,1.27E+00,3.53E+00,-1.78E+00,2.18E-16,-1.70E-02
1.88E+00,1.43E+00,-3.05E+00,-1.48E+00,4.74E+00,1.69E+00,-4.32E+00,-8.56E-01,2.12E+00,2.24E+00,-3.28E+00,4.01E-16,-3.35E-02
3.75E+00,1.43E+00,-3.05E+00,-1.48E+00,4.74E+00,1.69E+00,-4.32E+00,-8.56E-01,2.96E+00,1.65E+00,-1.78E+00,2.18E-16,-9.30E-03
3.75E+00,1.43E+00,-3.05E+00,-1.48E+00,4.74E+00,1.69E+00,-4.32E+00,-8.56E-01,2.83E+00,1.88E+00,-1.28E+00,1.56E-16,-7.88E-03
3.75E+00,1.43E+00,-3.05E+00,-1.48E+00,4.74E+00,1.69E+00,-4.32E+00,-8.56E-01,2.65E+00,2.06E+00,-1.00E+00,1.22E-16,-2.74E-02
1.88E+00,1.43E+00,-3.05E+00,-1.48E+00,4.74E+00,1.69E+00,-4.32E+00,-8.56E-01,2.99E+00,1.18E+00,-2.50E+00,3.06E-16,-5.99E-02
1.88E+00,1.43E+00,-3.05E+00,-1.48E+00,4.74E+00,1.69E+00,-4.32E+00,-8.56E-01,2.99E+00,1.18E+00,-2.50E+00,3.06E-16,-5.78E-03
3.13E+00,7.14E-01,-3.05E+00,-1.48E+00,4.76E+00,2.08E+00,-4.58E+00,-9.09E-01,2.20E+00,2.35E+00,-1.78E+00,2.18E-16,0.00E+00
3.13E+00,7.14E-01,-3.05E+00,-1.48E+00,4.76E+00,2.08E+00,-4.58E+00,-9.09E-01,2.81E+00,1.41E+00,-1.28E+00,1.56E-16,0.00E+00
0.00E+00,1.43E+00,-3.05E+00,-1.48E+00,4.76E+00,2.08E+00,-4.58E+00,-9.09E-01,3.04E+00,1.41E+00,-1.00E+00,1.22E-16,-3.72E-02
3.13E+00,2.14E+00,-3.05E+00,-1.48E+00,4.76E+00,2.08E+00,-4.58E+00,-9.09E-01,2.60E+00,1.59E+00,-1.00E+00,1.22E-16,-5.00E-03
1.88E+00,7.14E-01,-3.05E+00,-1.48E+00,4.76E+00,2.08E+00,-4.58E+00,-9.09E-01,2.43E+00,1.76E+00,-2.00E+00,2.45E-16,-1.81E-02
3.75E+00,1.43E+00,-3.05E+00,-1.48E+00,4.48E+00,9.32E-01,-4.25E+00,-1.03E+00,2.09E+00,2.88E+00,-1.50E+00,1.84E-16,-2.38E-03
1.88E+00,7.14E-01,-3.05E+00,-3.12E-01,4.72E+00,1.91E+00,-4.47E+00,-5.79E-01,2.20E+00,2.24E+00,-1.00E+00,1.22E-16,-1.34E-02
3.13E+00,2.14E+00,-3.05E+00,-3.12E-01,4.72E+00,1.91E+00,-4.47E+00,-5.79E-01,3.04E+00,1.18E+00,-1.28E+00,1.56E-16,-2.59E-02
3.13E+00,2.14E+00,-3.05E+00,-3.12E-01,4.72E+00,1.91E+00,-4.47E+00,-5.79E-01,2.80E+00,1.76E+00,-1.50E+00,1.84E-16,-9.18E-02
1.88E+00,2.14E+00,-3.05E+00,-3.12E-01,4.67E+00,2.26E+00,-4.72E+00,-1.11E+00,2.20E+00,1.35E+00,-2.78E+00,3.40E-16,-8.02E-03
1.88E+00,2.14E+00,-3.05E+00,-3.12E-01,4.67E+00,2.26E+00,-4.72E+00,-1.11E+00,2.28E+00,7.06E-01,-1.78E+00,2.18E-16,0.00E+00
3.13E+00,2.14E+00,-3.05E+00,-4.70E+00,4.68E+00,1.61E+00,-4.32E+00,-7.49E-01,2.35E+00,1.88E+00,-2.50E+00,3.06E-16,-5.79E-02
1.88E+00,2.14E+00,-3.05E+00,-2.96E+00,4.66E+00,4.74E+00,-4.79E+00,-6.33E-01,1.86E+00,3.65E+00,-4.00E+00,4.90E-16,0.00E+00
3.75E+00,1.43E+00,-3.05E+00,-2.96E+00,4.66E+00,4.74E+00,-4.79E+00,-6.33E-01,1.86E+00,3.65E+00,-4.00E+00,4.90E-16,-5.07E-02
1.25E+00,1.43E+00,-2.19E+00,2.68E-16,4.72E+00,2.28E+00,-3.01E+00,-7.13E-01,1.93E+00,2.53E+00,-2.00E+00,2.45E-16,0.00E+00
1.88E+00,2.14E+00,-1.10E+00,-2.96E+00,4.73E+00,3.48E+00,-3.85E+00,-7.22E-01,1.32E+00,3.53E+00,-2.78E-01,3.40E-17,0.00E+00
2.50E+00,1.43E+00,-1.10E+00,-5.00E+00,4.91E+00,3.81E+00,-4.05E+00,-1.24E+00,2.91E+00,1.59E+00,-1.28E+00,1.56E-16,0.00E+00
3.13E+00,2.14E+00,-3.05E+00,-1.48E+00,4.62E+00,4.98E+00,-4.97E+00,-6.60E-01,1.30E+00,3.71E+00,-2.00E+00,2.45E-16,-8.39E-02
3.13E+00,2.14E+00,-3.05E+00,-4.70E+00,4.68E+00,1.61E+00,-4.32E+00,-7.49E-01,2.12E+00,2.47E+00,-2.50E+00,3.06E-16,-1.80E-01
4.38E+00,2.86E+00,-1.10E+00,-2.95E+00,4.74E+00,3.55E+00,-3.90E+00,-7.31E-01,3.04E+00,2.29E+00,-1.00E+00,1.22E-16,0.00E+00
